GeneID	log2FoldChange	p_adj
AT1G01730	-0.15332520964484017	0.711080924821651
AT1G01740	0.024999580964638533	0.9824876898531489
AT1G01750	0.3123885331448998	0.4883976887573495
AT1G01760	-0.1059230963798842	0.929565139736031
AT1G01770	-0.04173500081537462	0.9492008478138476
AT1G01780	-0.05174791840895941	0.9443817434330168
AT1G01790	-0.05024106636248991	0.950225143395607
AT1G01800	-0.06061601089529027	0.8966698390766783
AT1G01810	-0.3400800632374587	0.8584387987832286
AT1G01820	0.17340423534523608	0.417201314147431
AT1G01830	-0.27414622826186424	0.548220670542164
AT1G01840	-0.20638922515749855	0.9472464143410477
AT1G01860	-0.3508111102759562	0.25369314717804464
AT1G01880	0.2562908800391334	0.880693629579426
AT1G01900	-0.21545307096494876	0.8790842925046156
AT1G01910	-0.18358638174703173	0.4250635641313058
AT1G01920	-0.003714459510542182	0.9951993239164442
AT1G01930	-0.03130173011140577	0.9669799200065388
AT1G01940	0.009267516046366516	0.9901457663515256
AT1G01950	0.9710832167029747	3.2491076341045594e-11
AT1G01960	-0.4654196695202008	0.1488279611325466
AT1G01970	-0.32474797172130837	0.10403496620356575
AT1G01990	-0.1517689145847391	0.767681290523032
AT1G02000	-0.16045239221649796	0.8640098283065974
AT1G02010	-0.27809850849742634	0.5617113084244114
AT1G02020	-0.5601708278288287	0.1533401307283456
AT1G02050	7.49010691713782e-5	0.9997398714401261
AT1G02060	-0.05093736028768855	0.9581636697615135
AT1G02080	-0.15884904618449036	0.6573777165375808
AT1G02090	-0.15690421014293185	0.6209967808160534
AT1G02100	0.13819485795946337	0.743012375628463
AT1G02110	0.022882364959750927	0.9777158254528743
AT1G02120	0.0824185750318081	0.8348568878418821
AT1G02130	-0.11953084788356556	0.7637277535793158
AT1G02140	-0.010224793252517145	0.9853214339104572
AT1G02145	-0.13923113149809122	0.7789452485422207
AT1G02150	-0.19322816175606375	0.6736424097592779
AT1G02160	0.13297921962284132	0.7906480578865548
AT1G02170	0.9312297335896396	7.456746304816639e-10
AT1G02180	0.03028397428478687	0.9811973829492048
AT1G02205	0.08268493748532059	0.960468504275736
AT1G02220	0.06408563226346534	0.9511484196587989
AT1G02230	0.26541255970982414	0.940063151243371
AT1G02260	-0.004854488089854463	0.9952033050933013
AT1G02270	-0.021514770902331518	0.9747887494184074
AT1G02280	-0.036492817566621344	0.9492008478138476
AT1G02290	-0.22434325082783824	0.6879758310749446
AT1G02300	-0.6253505284251278	0.027200901308473982
AT1G02305	-0.22185195673882388	0.49177410746076444
AT1G02310	0.8808467835899444	0.6326978753748786
AT1G02330	-0.02909330967311172	0.9673207939777686
AT1G02335	0.4458316581862827	0.4291523524729696
AT1G02340	0.6956787384501683	0.5406619150177233
AT1G02350	-0.9902661503051653	0.25963513685222017
AT1G02360	2.046075550042885	1.084955887423091e-14
AT1G02370	-0.4121811912212763	0.2726698852204393
AT1G02380	0.08673312758364862	0.9578692814993734
AT1G02390	0.32763404865738804	0.9115475647638442
AT1G02400	3.646508932394884	6.366515730018223e-67
AT1G02405	1.110882611895979	0.589581050669838
AT1G02410	0.36300812872297056	0.1282929318320594
AT1G02420	-0.34227132058321563	0.7105883080342872
AT1G02430	-0.4858435230823734	0.616723543268029
AT1G02450	2.0297804308412415	0.12978504698429105
AT1G02460	-0.7567207852913982	0.35454141633053204
AT1G02470	-0.5408988486419536	0.3619054080873163
AT1G02475	-0.18556904588714065	0.66141745957089
AT1G02500	-0.11791075293950212	0.8378898175507116
AT1G02520	-0.2329150259406874	0.8474436858634594
AT1G02560	-0.04530595388135263	0.9346809333478633
AT1G02570	0.45348530521259767	0.8451047820342299
AT1G02610	-0.0362839718272573	0.9786913699125404
AT1G02640	0.08815066120676895	0.9353502890131088
AT1G02650	0.08466528166044604	0.9620310946936053
AT1G02660	1.8183270366830964	4.508602614120195e-17
AT1G02670	0.1604219574458238	0.9116522886001912
AT1G02680	0.2660933057705466	0.5690844151017571
AT1G02690	-0.12243408877619495	0.8680963480679613
AT1G02700	0.7684538107871653	0.44545133729437386
AT1G02710	-0.1960847353761581	0.8853818125633712
AT1G02720	-0.12497819483235116	0.8586135031499219
AT1G02730	-0.21105706914233086	0.9017138247087173
AT1G02740	0.5229802752297665	0.04330726411962281
AT1G02750	0.3518617380953373	0.2042188277138805
AT1G02770	0.43888038004785473	0.796866233934561
AT1G02780	0.04353447646709994	0.9469982581471991
AT1G02800	-0.09373417866878547	0.9765577481148141
AT1G02810	0.27295112982543523	0.7604923495652969
AT1G02816	0.12078359594019802	0.8457155254248134
AT1G02820	-0.2398392222279267	0.806032831077358
AT1G02840	-0.08760877292980176	0.8472589013310369
AT1G02850	-0.09930119384304567	0.8843116365030914
AT1G02860	0.19157742879826653	0.6543169045837328
AT1G02870	-0.0683780059318542	0.9187621988035521
AT1G02880	1.128204771855762	6.255675580206384e-10
AT1G02890	-0.012853133062010526	0.980538927338052
AT1G02900	0.10035909420792351	0.9004245792379999
AT1G02910	-0.02001554244238933	0.9774656977185273
AT1G02920	1.2849540153612828	1.5044667513789354e-6
AT1G02930	1.2661977275550338	9.747324001628084e-7
AT1G02940	1.3485876348222234	0.0019740092973623536
AT1G02950	0.17958166884137597	0.9010201356437004
AT1G02960	-0.05877103751967146	0.9428966283079937
AT1G02970	-0.4700163514647058	0.28511438691661445
AT1G02990	0.08466896929972731	0.8961319235692657
AT1G03000	-0.2680745834061852	0.26253632074545524
AT1G03010	-0.7416977052639943	0.04745422517014682
AT1G03020	0.39622889630235314	0.846868403107021
AT1G03030	-0.022631436321030655	0.9777158254528743
AT1G03040	-0.24722566839481028	0.3772686602248558
AT1G03055	0.5439610597841257	0.6124133504704979
AT1G03060	-0.3475223039452233	0.5494448979509932
AT1G03070	0.9343801626732893	0.6744913176163111
AT1G03080	-0.19141877999448284	0.7439408228833638
AT1G03090	0.29828770604766913	0.4875426842117938
AT1G03100	0.17679917421017666	0.8592680160613682
AT1G03110	-0.09525479502775332	0.8629690858012347
AT1G03130	-0.18294413702114298	0.6838575716079035
AT1G03140	-0.12126187695330336	0.7433085599070492
AT1G03150	-0.07170594097518461	0.892328403559681
AT1G03160	-0.2472379617755087	0.4170016987710052
AT1G03180	0.10236542640663	0.9316358537659405
AT1G03190	-0.19603277916674594	0.7633334113953395
AT1G03200	0.23662810361495062	0.8863564875846296
AT1G03210	0.12227573593922147	0.825093078333717
AT1G03220	1.6367421824473258	3.7441102652995714e-21
AT1G03230	1.431767653040653	1.7108265647520579e-13
AT1G03250	0.08027681252707577	0.867002149218599
AT1G03260	0.3103675634629796	0.45709896772374337
AT1G03270	-0.14831943661903216	0.8970858140281835
AT1G03280	0.17563181518936977	0.5964487925490136
AT1G03290	0.17989088990886967	0.6302674457570197
AT1G03300	-1.0786428323194426	0.0029479529539529234
AT1G03310	-0.5453620036611384	0.007342885289267432
AT1G03330	0.18032895145892067	0.6317561395365808
AT1G03340	-0.08507009694501064	0.956618842103009
AT1G03350	-0.15871873942162248	0.6387612576838883
AT1G03360	0.02370666766919323	0.9776909138108928
AT1G03365	-0.21091880557525416	0.6669556962703155
AT1G03370	1.9564818854926478	5.236182969524625e-41
AT1G03380	0.03987175211262528	0.9536740711366626
AT1G03400	-0.20477285206032186	0.7695710883737534
AT1G03410	-0.27976483992594814	0.40883032796800495
AT1G03430	0.18446507056787415	0.7061194331481866
AT1G03440	0.08994786630399329	0.9305587355724777
AT1G03457	0.00981342268708711	0.991738923734014
AT1G03470	0.348997850005882	0.3900216730931845
AT1G03475	-0.0928779204248661	0.8453795599748738
AT1G03495	0.06183731990422046	0.9264170824649405
AT1G03510	0.06871689963494033	0.9557181958584073
AT1G03520	-0.13992490951200254	0.817040075980269
AT1G03530	-0.22866651845643826	0.7208147305321095
AT1G03540	-0.3346143263898609	0.8315723055696573
AT1G03550	-0.023359097075086592	0.9853824858544686
AT1G03560	-0.053132566720300124	0.9461061067770491
AT1G03580	-0.6320265711938148	0.6344024771531187
AT1G03590	0.41362098815808007	0.058544220683562034
AT1G03600	-0.08346792867325341	0.876591761499285
AT1G03610	0.29924483469725865	0.24676282418764298
AT1G03620	-0.015063775695610281	0.9934361336642163
AT1G03630	-0.16326487632317663	0.7323183048582435
AT1G03650	0.3052056880203227	0.6939511994843764
AT1G03660	0.6559379057428429	0.6126557263157097
AT1G03680	-0.035253072082380425	0.9620310946936053
AT1G03687	-0.30669067804328015	0.4074775384066872
AT1G03710	0.012047237774134396	0.9959896370391677
AT1G03730	1.596014792003179	3.0173525703167007e-21
AT1G03740	1.855101288628254	3.0363410466609265e-47
AT1G03750	-0.0401363991107511	0.9659017507085299
AT1G03760	-0.24312234392353188	0.523123235619573
AT1G03770	0.7445398601293218	5.161141169278443e-4
AT1G03780	0.23316936597132412	0.7372070354737542
AT1G03800	0.8556200237044009	0.7039647230955959
AT1G03820	0.12278534494824421	0.9101792453534285
AT1G03830	-0.6348477094620372	0.015082411384750485
AT1G03840	-0.26155838668538894	0.910762539696028
AT1G03850	0.6428847116352582	0.1427231545246584
AT1G03860	-0.028485580806390493	0.9614790848255618
AT1G03870	0.18000914605883267	0.6972166435346939
AT1G03900	0.07281191703663983	0.8642579569858493
AT1G03905	0.6725819077879214	0.05149184625820526
AT1G03910	-0.10937670753279329	0.7906480578865548
AT1G03920	0.28321679653839993	0.843235365908424
AT1G03930	-0.04718612103251348	0.9362773033395797
AT1G03935	-0.40804568157557425	0.9132662673787503
AT1G03940	-0.04000490111511526	0.9593921568050067
AT1G03950	0.09098849892578956	0.8966982010403345
AT1G03960	-0.12168268037883288	0.8156384332855244
AT1G03970	0.07196694358388335	0.95754240450206
AT1G03980	0.5672052683906019	0.6851245391613116
AT1G03990	-0.32693063936779077	0.7230092897984816
AT1G04000	0.06332586790658586	0.960468504275736
AT1G04010	-0.245437178110773	0.7026971727700819
AT1G04020	-0.4329133493352801	0.10935316111547562
AT1G04030	-0.0287291335801621	0.9765577481148141
AT1G04040	-0.08328169506847106	0.8717299892869284
AT1G04050	-0.448154414718931	0.5654585109913987
AT1G04070	-0.19291104136255194	0.7735745568823351
AT1G04080	0.19132994107144932	0.4859151109960137
AT1G04090	-0.9194807674129659	0.608144232981644
AT1G04100	0.8702805606876488	0.0033378960961080576
AT1G04110	0.0026963734756145835	0.9991719691009828
AT1G04120	-0.34616185951132794	0.22599087434324266
AT1G04130	0.1809569041778629	0.7109533616434893
AT1G04140	-0.1239240405581973	0.8185179004273695
AT1G04160	0.13695283564130398	0.8193756536187914
AT1G04170	-0.1417619755954315	0.6324314607469157
AT1G04180	-0.40068382974002725	0.8538964998121833
AT1G04190	-0.10564449811060062	0.7835353423356862
AT1G04200	0.47836652882209363	0.004618162139489213
AT1G04210	0.19132242211585362	0.46903550802574057
AT1G04220	0.11510559090689068	0.9381965641433223
AT1G04230	0.06367217789034688	0.939521155433725
AT1G04240	0.0037190463646365724	0.9959896370391677
AT1G04250	0.23080962391139498	0.5381987582455027
AT1G04260	-0.3038363256888209	0.45076459320702944
AT1G04270	0.08530302269724228	0.8798212167031585
AT1G04280	0.23034476289891342	0.47499406670271715
AT1G04290	0.3265804740940395	0.4315932176977803
AT1G04300	-0.05215825641867953	0.9171866334364638
AT1G04310	-0.021006786015038997	0.9839751832169701
AT1G04330	0.3177744204821231	0.8942476071959373
AT1G04340	-0.02852504520242093	0.973799339235522
AT1G04350	-0.09946463540667827	0.8872014961955461
AT1G04360	0.9957012488680266	0.08049953945269281
AT1G04370	-0.7406333593333145	0.7005599336066249
AT1G04380	-0.12129300381497538	0.9746860583410618
AT1G04390	-0.4016746023810438	0.2610538239601665
AT1G04400	-0.038030332019716395	0.9393228847491365
AT1G04410	-0.16152839677248146	0.5781698754278461
AT1G04420	0.026923673124142997	0.9656223518457051
AT1G04425	0.499891185378357	0.5319277545625507
AT1G04430	0.05382546358134872	0.9238742301080961
AT1G04440	0.1207492223204514	0.7268586002820915
AT1G04480	0.17201188098400366	0.636956578908619
AT1G04490	1.4409376585882991	0.035772123784275994
AT1G04500	-0.9422081420358175	0.20583320525835952
AT1G04510	-0.09137728418007376	0.7878895927047768
AT1G04520	-0.13375027848440313	0.7761460483776512
AT1G04530	0.002975087783441493	0.9956345537738011
AT1G04540	-0.11021588825190695	0.9455325952996803
AT1G04550	-0.10402506787349541	0.8592680160613682
AT1G04555	-0.3573120933520904	0.49621500165221855
AT1G04570	-0.1679345028561397	0.9576453414997886
AT1G04590	0.04627686739661163	0.9416933606769865
AT1G04600	0.16746185149691728	0.9461061067770491
AT1G04610	0.15065082436546506	0.9484745644750021
AT1G04620	-0.07307524946180893	0.9077610182274617
AT1G04630	-0.043729590399432514	0.9511484196587989
AT1G04635	-0.12926429032610146	0.9028212971404077
AT1G04640	0.014568035633252064	0.9825491053361802
AT1G04645	6.181727520153582	8.864084542201794e-7
AT1G04650	0.04911684932850745	0.9693158380797647
AT1G04680	0.36014000457760414	0.3671349028540796
AT1G04690	-0.17761294025173116	0.39162601887615484
AT1G04700	0.27105667479491463	0.7693698995775474
AT1G04710	0.02598544966930948	0.968154247315388
AT1G04730	-0.01018117548794363	0.9903101665169176
AT1G04750	-0.01573937574209508	0.9777158254528743
AT1G04760	0.11486433412058332	0.9469982581471991
AT1G04770	-0.6218216067137575	0.013220892023555616
AT1G04778	1.3263502223340073	0.3550216840386636
AT1G04780	0.3764967001877977	0.24847330274030624
AT1G04790	-0.01601627980534107	0.9822891451765947
AT1G04800	0.1388608929162359	0.8877669762465179
AT1G04810	-0.15098164899049737	0.7872583488742265
AT1G04820	-0.15019634959861272	0.6782756717583484
AT1G04830	-0.3034279259580937	0.2642928921886346
AT1G04840	-0.070563149351452	0.9659609570014853
AT1G04850	0.037273804521954605	0.9382049261442678
AT1G04860	-0.04728136044659196	0.942466645667394
AT1G04870	-0.02179291275126785	0.9777158254528743
AT1G04900	-0.006419145650055096	0.991738923734014
AT1G04910	-0.3595845580237738	0.08665131362258281
AT1G04920	0.4085358510235691	0.7822431124167294
AT1G04930	-0.2921482221223431	0.6651397955142965
AT1G04940	-0.06226636946114269	0.9463463071370827
AT1G04945	-0.26564230067371103	0.4968839317810299
AT1G04950	0.060003867995329564	0.9176917023854076
AT1G04960	0.347418019172364	0.13073473430185462
AT1G04970	-0.09586717872958989	0.8680963480679613
AT1G04980	-0.35129109882818516	0.3637623743022989
AT1G04985	0.1319121444137564	0.7869633888046292
AT1G04990	-0.12952451731098183	0.8043850765409485
AT1G05000	0.4384368872604046	0.12612454254183164
AT1G05010	0.11452754945688139	0.7969604432210194
AT1G05020	0.47545068466390167	0.5432742190101707
AT1G05030	-0.26875805437969735	0.5102966998076415
AT1G05055	-0.24337710345262079	0.5739363407227618
AT1G05060	-0.09304309514945638	0.8894522734036284
AT1G05061	0.3228079734255919	0.8565609800486295
AT1G05065	0.25139010573824083	0.9398869600583546
AT1G05070	0.17080701582284424	0.6672505060943904
AT1G05090	-0.3838088127843292	0.2697680150597038
AT1G05120	-0.043943774795015995	0.9421851523696896
AT1G05135	0.2095975688844326	0.9126106193348117
AT1G05140	-0.5323946075083147	0.06437816907693056
AT1G05150	-0.2953390335427531	0.41563523089390486
AT1G05160	-0.2147892258713547	0.6202802645799458
AT1G05170	-0.3746538926157278	0.3358984973499809
AT1G05180	-0.059404653745143206	0.905835712559502
AT1G05190	0.07760601214607388	0.883069576602476
AT1G05200	-0.3916285479629554	0.011420500111178275
AT1G05205	0.04265613347544402	0.9529253395888829
AT1G05210	-0.024532412381513043	0.9795991000683854
AT1G05220	-0.0697189042532594	0.9829298918605766
AT1G05230	0.2581515287469946	0.5470824835042226
AT1G05240	-0.25344240126537676	0.7060894385296751
AT1G05250	-0.2536412125266311	0.7065275327526058
AT1G05260	-0.08378321035805637	0.9290832730689683
AT1G05270	-0.12909743518026254	0.7198644625900322
AT1G05280	0.2514569118442255	0.9203971731537488
AT1G05300	-0.05914948296896232	0.9373627240944719
AT1G05310	0.07509517159786623	0.9721757831627786
AT1G05320	-0.17689110925026758	0.6669556962703155
AT1G05340	2.5854261504612697	6.526242969282778e-17
AT1G05350	0.06091292765443243	0.9127276061151212
AT1G05360	-0.019650983697257485	0.9795991000683854
AT1G05370	0.9109659962132438	0.12210442773549372
AT1G05380	-0.16486783212423964	0.7175550454631656
AT1G05385	-0.2032355894502515	0.6612655193638911
AT1G05400	-0.4267048274564924	0.7910014139045439
AT1G05410	-0.04941417828658323	0.9418979741410778
AT1G05420	-1.9504626354725874	0.015885620079321896
AT1G05430	-0.12345289982943887	0.7910257916052921
AT1G05440	0.294509257196624	0.8582655183331731
AT1G05450	-0.42121122352832874	0.8880000777320064
AT1G05460	-0.47708900952678435	0.38869797939869133
AT1G05470	-0.2046444160679254	0.7312590907436909
AT1G05490	-1.2846992438962554	0.04465591185929892
AT1G05500	-0.2961509713838204	0.16322857942626973
AT1G05520	-0.32549726613167806	0.2558981657182068
AT1G05540	-0.1274359733834569	0.9560407119010118
AT1G05560	0.10750245014016374	0.939521155433725
AT1G05570	-0.11979249143423393	0.76999141949192
AT1G05575	5.471079280966338	5.887959105634291e-44
AT1G05590	-0.32682760097037633	0.4777878890335821
AT1G05600	-0.6033437149357308	0.04810608973681253
AT1G05610	1.1679487754754523	0.34075796446316453
AT1G05620	-0.15687754421869513	0.7151729425515718
AT1G05630	0.6448280105059773	0.022816992226237037
AT1G05640	0.4191394935314565	0.7237175424261322
AT1G05670	1.4804299292416763	2.9560508596594664e-17
AT1G05675	5.513598657812677	1.1789340136530917e-141
AT1G05680	1.1806004744595624	0.21647506639059763
AT1G05690	-0.49956471283037146	0.4965637303790714
AT1G05700	0.09546529544937589	0.9388224067034283
AT1G05710	0.6364925017138703	7.538806449500487e-4
AT1G05720	-0.1561711776493263	0.7119723370437145
AT1G05730	-0.20738369831355632	0.788285935532362
AT1G05750	-0.39795859913413306	0.2753866585766238
AT1G05770	0.2950451735641317	0.89335895630234885
AT1G05780	-0.09083494926559882	0.9115717459142458
AT1G05785	0.08569707235761015	0.9393008473535809
AT1G05790	-0.09756457738833876	0.857587086319528
AT1G05805	0.06320824469391662	0.9060073454153996
AT1G05810	0.33648083801175954	0.38269490152143115
AT1G05820	0.1631288155574719	0.843235365908424
AT1G05830	-0.011261273154485203	0.987359405035581
AT1G05835	0.48077585925985605	0.6411718718993579
AT1G05840	-0.01802397236085135	0.9807653823017424
AT1G05850	-0.020612029406547643	0.9779023041760686
AT1G05860	-0.25089041039703713	0.506052935000059
AT1G05870	-0.40318597119554966	0.09388452665603801
AT1G05890	0.12896523004830926	0.6957481327565276
AT1G05900	-0.12442929260846623	0.8322691419192351
AT1G05910	0.09116388273213318	0.884108551636688
AT1G05940	-0.2069187127216277	0.462524001253821
AT1G05950	-0.30314656102174437	0.5744020675846914
AT1G05960	-0.07357955611860882	0.8960263059593871
AT1G05970	0.10015134526003218	0.925673188255973
AT1G05990	-0.10176738542584236	0.9811973829492048
AT1G06000	-0.2829198149940112	0.5470824835042226
AT1G06010	-0.020425654556077658	0.9810635799851188
AT1G06040	-0.102971135366657	0.808765588133216
AT1G06050	0.43604089146143915	0.27718709694934635
AT1G06060	-0.053809793081972715	0.946457316444222
AT1G06070	-0.12032959975127966	0.8212059498397982
AT1G06080	0.002726535824436648	0.997723429046837
AT1G06090	0.4955531575860788	0.28260792464990625
AT1G06110	0.026094741637261592	0.9693369617235973
AT1G06120	0.8467246519555692	0.42011714815207957
AT1G06130	0.4844031681652034	0.008368292950955735
AT1G06135	9.883055183698797	8.395769348015144e-20
AT1G06137	7.5451239113275115	6.14305919520756e-11
AT1G06140	1.1902599048898321	0.03702417338647631
AT1G06150	-0.3151850422856834	0.6687488712992451
AT1G06160	-0.8684906417009812	0.003330973211388384
AT1G06180	-0.3394072762203042	0.28260792464990625
AT1G06190	-0.1501196768719391	0.6372986745640011
AT1G06200	-0.03042337897786884	0.9601486728484003
AT1G06210	0.42969414986774596	0.026048259874149896
AT1G06220	-0.20063902580646686	0.509614574498703
AT1G06230	0.028825611422577963	0.9636481933159189
AT1G06240	-0.1384932242182421	0.8656669423855601
AT1G06250	-0.39490096494542215	0.744704040732645
AT1G06265	-0.11518949145259846	0.9158847902891337
AT1G06270	-0.3031716883235364	0.7708788612990017
AT1G06290	-0.06825957621415775	0.9004245792379999
AT1G06310	1.4379381300813783	0.28512372147376397
AT1G06330	0.5161722896371737	0.825093078333717
AT1G06350	0.5811294317843181	0.3492094684738278
AT1G06360	-0.11776097099237993	0.9650631194408528
AT1G06370	-0.11456656983000911	0.909155376129671
AT1G06380	-0.4265758822474384	0.16891877286472917
AT1G06390	0.21486493206816276	0.25345989410053427
AT1G06400	-0.01891680396119414	0.976470140531878
AT1G06410	-0.24274667340826	0.45076459320702944
AT1G06420	1.379200165084908	0.22820662326415514
AT1G06430	-0.06339394912639731	0.9393008473535809
AT1G06440	0.035520313116240626	0.9745748407649312
AT1G06450	-0.5597026847947555	0.16849222461460966
AT1G06460	-0.2637574805232578	0.34873201754599176
AT1G06470	-0.03924527458670427	0.9538736371291038
AT1G06475	0.426200751680064	0.28065779811880603
AT1G06490	0.006825658512231547	0.9959896370391677
AT1G06500	-0.15882290380454808	0.801648723172441
AT1G06510	0.03150924723188163	0.9654562486745794
AT1G06515	0.08316770799618851	0.8933087246863629
AT1G06520	1.0206026052125574	0.15003191391299422
AT1G06530	-0.2659565270032175	0.5781698754278461
AT1G06550	-0.07827871625404337	0.9105303179003678
AT1G06560	0.16723146086831425	0.6340133204450534
AT1G06570	-0.048426020073037125	0.956618842103009
AT1G06580	0.6879442334605258	0.08559820844256735
AT1G06590	-0.014466318915114112	0.9861089508827707
AT1G06620	0.34837308478309637	0.5289440009619687
AT1G06630	-0.00933450226232489	0.9902510735648786
AT1G06640	0.29307162567217726	0.1308289521040036
AT1G06645	-0.9350001093856071	1.5052502611220886e-5
AT1G06650	-0.11755801494197919	0.7853196188772615
AT1G06660	-0.24919284746405893	0.8088840617307854
AT1G06670	-0.11681608212119482	0.8404382932688534
AT1G06680	-0.13582284233792566	0.7620412408146571
AT1G06690	-0.03931506834056778	0.9560407119010118
AT1G06700	-0.05791368227833072	0.8869247329922172
AT1G06710	-0.06387024858823277	0.9320102413144438
AT1G06720	-0.07807598039371387	0.8952189405990585
AT1G06730	-0.1878138166187975	0.6931208039606872
AT1G06750	-0.10835278098856935	0.9544106777390065
AT1G06760	-0.36438799030282026	0.011447863256829047
AT1G06770	0.23808550238328421	0.6818523740943381
AT1G06780	-0.0724798670870814	0.9116522886001912
AT1G06790	0.03600730643733965	0.969477401589474
AT1G06800	0.1054261101667085	0.9257645046499728
AT1G06820	0.0022625203082155504	0.9962342843268979
AT1G06830	0.7199831389196992	0.010867178851577461
AT1G06840	0.638806733896846	5.400048999303489e-5
AT1G06850	0.2409601234090436	0.6972205750122785
AT1G06870	0.04926660458272966	0.9393008473535809
AT1G06890	-0.09796541845867972	0.844274632342494
AT1G06900	-0.13346422297251548	0.7039647230955959
AT1G06910	-0.10770191509355141	0.9171866334364638
AT1G06923	0.4024842882577178	0.6895664273981714
AT1G06930	0.08977642876423621	0.9777158254528743
AT1G06950	-0.20695559533767216	0.7058841316590649
AT1G06960	-0.02154813872734122	0.9777158254528743
AT1G06980	-1.9599498958046342	0.0479602827704592
AT1G07000	3.241684472959584	1.2364734830234963e-85
AT1G07010	-0.16302802009148992	0.6238298240068693
AT1G07020	0.3603977336963356	0.16908632639577795
AT1G07030	-0.14310564362513525	0.7939340210183911
AT1G07040	-0.10273065231946582	0.8868728040258518
AT1G07050	-0.5276816403146389	0.16098968670329405
AT1G07070	-0.05338101698555446	0.9529727321497963
AT1G07080	-0.08998423730385041	0.8153023610056584
AT1G07090	-0.9286839212828578	5.494297026167171e-6
AT1G07110	-0.1281535871843747	0.6627007211704633
AT1G07130	0.9154747129544942	0.35118826381638235
AT1G07135	5.446616519589637	6.762299491896713e-110
AT1G07140	0.1324492165971199	0.6474434291957373
AT1G07150	0.5375174903824872	0.5812277340269325
AT1G07160	6.718967521015131	4.4151971567848345e-166
AT1G07170	0.24444071439202095	0.45161148262957485
AT1G07180	0.2573998928485998	0.7820032387693419
AT1G07200	-0.5319081154588445	0.0877168527763949
AT1G07210	-0.08417795833087288	0.8668531043097475
AT1G07220	1.0279884708035085	6.024777251372373e-8
AT1G07230	0.1883113280146623	0.7005599336066249
AT1G07240	0.5499413338631568	0.006614939575154576
